2017-11-02,太平洋证券,000799,酒鬼酒,推荐酒鬼酒:中高端酒继续保持良好势头,webcache\20171102\webcache-20180303020146.html,sina,
2017-11-02,中泰证券,300548,博创科技,"【策略】唐军、王仕进(联系人):中泰证券11月各行业观点及重点推荐标的-20171101   
    【通信-博创科技(300548)】陈宁玉、樊生龙(联系人):三季度业绩增速放缓,波分及有源产品需求有望逐步回暖-20171025   
    【通信】陈宁玉、樊生龙(联系人):运营商密集开启产品集采招标,产业链相关厂商有望加速成长-20171101   
    【建筑-龙元建设(600491)】夏天、程龙戈:PPP驱动Q3持续高增长,与中国PPP基金合作再获助推器-20171028   
    【纺织服装-安踏体育(02020)】鞠兴海、邵璟璐、王雨丝:多品牌巨擘的下一个十年腾飞之路-20170816   
    【中小盘-弘信电子(300657)】王晛:三季报点评:全面屏切换拖累三季报,中长期卷对卷技术优势明显-20171026   
    【中小盘-拓斯达(300607)】王晛:三季报点评:智能制造机器换人浪潮驱动业绩持续高增长-20171026   
    【中小盘-精测电子(300567)】王晛:三季报点评报告:国内面板行业崛起在即,公司业绩高速增长值得期待-20171026   
    【化工&中小盘-三利谱(002876)】王席鑫、罗雅婷、吴吉森(联系人):国内偏光片先行者,乘势而起大有可为-20170920   
    【化工-新纶科技(002341)】王席鑫、罗雅婷:业绩持续高增长,收购模切龙头公司完善消费电子产业链布局-20171025   
    【化工-江化微(603078)】王席鑫:国内湿电子化学品行业龙头,积极配套产业链下游-20170626   
    【房地产-新城控股(601155)】周子涵、倪一琛(联系人):新城控股17年三季报点评:业绩再次大超预期-20171028   
    【传媒】康雅雯:【中泰传媒-11月观点】阅文上市带动板块催化,关注行业龙头估值切换机会-20171101",webcache\20171102\webcache-20180303020226.html,sina,
2017-11-02,中泰证券,300567,精测电子,"【策略】唐军、王仕进(联系人):中泰证券11月各行业观点及重点推荐标的-20171101   
    【通信-博创科技(300548)】陈宁玉、樊生龙(联系人):三季度业绩增速放缓,波分及有源产品需求有望逐步回暖-20171025   
    【通信】陈宁玉、樊生龙(联系人):运营商密集开启产品集采招标,产业链相关厂商有望加速成长-20171101   
    【建筑-龙元建设(600491)】夏天、程龙戈:PPP驱动Q3持续高增长,与中国PPP基金合作再获助推器-20171028   
    【纺织服装-安踏体育(02020)】鞠兴海、邵璟璐、王雨丝:多品牌巨擘的下一个十年腾飞之路-20170816   
    【中小盘-弘信电子(300657)】王晛:三季报点评:全面屏切换拖累三季报,中长期卷对卷技术优势明显-20171026   
    【中小盘-拓斯达(300607)】王晛:三季报点评:智能制造机器换人浪潮驱动业绩持续高增长-20171026   
    【中小盘-精测电子(300567)】王晛:三季报点评报告:国内面板行业崛起在即,公司业绩高速增长值得期待-20171026   
    【化工&中小盘-三利谱(002876)】王席鑫、罗雅婷、吴吉森(联系人):国内偏光片先行者,乘势而起大有可为-20170920   
    【化工-新纶科技(002341)】王席鑫、罗雅婷:业绩持续高增长,收购模切龙头公司完善消费电子产业链布局-20171025   
    【化工-江化微(603078)】王席鑫:国内湿电子化学品行业龙头,积极配套产业链下游-20170626   
    【房地产-新城控股(601155)】周子涵、倪一琛(联系人):新城控股17年三季报点评:业绩再次大超预期-20171028   
    【传媒】康雅雯:【中泰传媒-11月观点】阅文上市带动板块催化,关注行业龙头估值切换机会-20171101",webcache\20171102\webcache-20180303020226.html,sina,
2017-11-02,中泰证券,300607,拓斯达,"【策略】唐军、王仕进(联系人):中泰证券11月各行业观点及重点推荐标的-20171101   
    【通信-博创科技(300548)】陈宁玉、樊生龙(联系人):三季度业绩增速放缓,波分及有源产品需求有望逐步回暖-20171025   
    【通信】陈宁玉、樊生龙(联系人):运营商密集开启产品集采招标,产业链相关厂商有望加速成长-20171101   
    【建筑-龙元建设(600491)】夏天、程龙戈:PPP驱动Q3持续高增长,与中国PPP基金合作再获助推器-20171028   
    【纺织服装-安踏体育(02020)】鞠兴海、邵璟璐、王雨丝:多品牌巨擘的下一个十年腾飞之路-20170816   
    【中小盘-弘信电子(300657)】王晛:三季报点评:全面屏切换拖累三季报,中长期卷对卷技术优势明显-20171026   
    【中小盘-拓斯达(300607)】王晛:三季报点评:智能制造机器换人浪潮驱动业绩持续高增长-20171026   
    【中小盘-精测电子(300567)】王晛:三季报点评报告:国内面板行业崛起在即,公司业绩高速增长值得期待-20171026   
    【化工&中小盘-三利谱(002876)】王席鑫、罗雅婷、吴吉森(联系人):国内偏光片先行者,乘势而起大有可为-20170920   
    【化工-新纶科技(002341)】王席鑫、罗雅婷:业绩持续高增长,收购模切龙头公司完善消费电子产业链布局-20171025   
    【化工-江化微(603078)】王席鑫:国内湿电子化学品行业龙头,积极配套产业链下游-20170626   
    【房地产-新城控股(601155)】周子涵、倪一琛(联系人):新城控股17年三季报点评:业绩再次大超预期-20171028   
    【传媒】康雅雯:【中泰传媒-11月观点】阅文上市带动板块催化,关注行业龙头估值切换机会-20171101",webcache\20171102\webcache-20180303020226.html,sina,
2017-11-02,中泰证券,300657,弘信电子,"【策略】唐军、王仕进(联系人):中泰证券11月各行业观点及重点推荐标的-20171101   
    【通信-博创科技(300548)】陈宁玉、樊生龙(联系人):三季度业绩增速放缓,波分及有源产品需求有望逐步回暖-20171025   
    【通信】陈宁玉、樊生龙(联系人):运营商密集开启产品集采招标,产业链相关厂商有望加速成长-20171101   
    【建筑-龙元建设(600491)】夏天、程龙戈:PPP驱动Q3持续高增长,与中国PPP基金合作再获助推器-20171028   
    【纺织服装-安踏体育(02020)】鞠兴海、邵璟璐、王雨丝:多品牌巨擘的下一个十年腾飞之路-20170816   
    【中小盘-弘信电子(300657)】王晛:三季报点评:全面屏切换拖累三季报,中长期卷对卷技术优势明显-20171026   
    【中小盘-拓斯达(300607)】王晛:三季报点评:智能制造机器换人浪潮驱动业绩持续高增长-20171026   
    【中小盘-精测电子(300567)】王晛:三季报点评报告:国内面板行业崛起在即,公司业绩高速增长值得期待-20171026   
    【化工&中小盘-三利谱(002876)】王席鑫、罗雅婷、吴吉森(联系人):国内偏光片先行者,乘势而起大有可为-20170920   
    【化工-新纶科技(002341)】王席鑫、罗雅婷:业绩持续高增长,收购模切龙头公司完善消费电子产业链布局-20171025   
    【化工-江化微(603078)】王席鑫:国内湿电子化学品行业龙头,积极配套产业链下游-20170626   
    【房地产-新城控股(601155)】周子涵、倪一琛(联系人):新城控股17年三季报点评:业绩再次大超预期-20171028   
    【传媒】康雅雯:【中泰传媒-11月观点】阅文上市带动板块催化,关注行业龙头估值切换机会-20171101",webcache\20171102\webcache-20180303020226.html,sina,
2017-11-02,中泰证券,600491,龙元建设,推荐全视角-个股:龙元建设、安踏体育、博创科技、新城控股、弘信电子、拓斯达、精测电子、三利谱、新纶科技、江化微、太阳纸业、劲嘉股份,webcache\20171102\webcache-20180303020226.html,sina,
2017-11-02,中泰证券,601155,新城控股,推荐全视角-个股:龙元建设、安踏体育、博创科技、新城控股、弘信电子、拓斯达、精测电子、三利谱、新纶科技、江化微、太阳纸业、劲嘉股份,webcache\20171102\webcache-20180303020226.html,sina,
2017-11-02,中泰证券,603078,江化微,推荐全视角-个股:龙元建设、安踏体育、博创科技、新城控股、弘信电子、拓斯达、精测电子、三利谱、新纶科技、江化微、太阳纸业、劲嘉股份,webcache\20171102\webcache-20180303020226.html,sina,
2017-11-02,中泰证券,002078,太阳纸业,推荐全视角-个股:龙元建设、安踏体育、博创科技、新城控股、弘信电子、拓斯达、精测电子、三利谱、新纶科技、江化微、太阳纸业、劲嘉股份,webcache\20171102\webcache-20180303020226.html,sina,
2017-11-02,中泰证券,002191,劲嘉股份,推荐全视角-个股:龙元建设、安踏体育、博创科技、新城控股、弘信电子、拓斯达、精测电子、三利谱、新纶科技、江化微、太阳纸业、劲嘉股份,webcache\20171102\webcache-20180303020226.html,sina,
2017-11-02,中泰证券,002341,新纶科技,推荐全视角-个股:龙元建设、安踏体育、博创科技、新城控股、弘信电子、拓斯达、精测电子、三利谱、新纶科技、江化微、太阳纸业、劲嘉股份,webcache\20171102\webcache-20180303020226.html,sina,
2017-11-02,中泰证券,002876,三利谱,推荐全视角-个股:龙元建设、安踏体育、博创科技、新城控股、弘信电子、拓斯达、精测电子、三利谱、新纶科技、江化微、太阳纸业、劲嘉股份,webcache\20171102\webcache-20180303020226.html,sina,
2017-11-02,中泰证券,300548,博创科技,推荐全视角-个股:龙元建设、安踏体育、博创科技、新城控股、弘信电子、拓斯达、精测电子、三利谱、新纶科技、江化微、太阳纸业、劲嘉股份,webcache\20171102\webcache-20180303020226.html,sina,
2017-11-02,中泰证券,300567,精测电子,推荐全视角-个股:龙元建设、安踏体育、博创科技、新城控股、弘信电子、拓斯达、精测电子、三利谱、新纶科技、江化微、太阳纸业、劲嘉股份,webcache\20171102\webcache-20180303020226.html,sina,
2017-11-02,中泰证券,300607,拓斯达,推荐全视角-个股:龙元建设、安踏体育、博创科技、新城控股、弘信电子、拓斯达、精测电子、三利谱、新纶科技、江化微、太阳纸业、劲嘉股份,webcache\20171102\webcache-20180303020226.html,sina,
2017-11-02,中泰证券,300657,弘信电子,推荐全视角-个股:龙元建设、安踏体育、博创科技、新城控股、弘信电子、拓斯达、精测电子、三利谱、新纶科技、江化微、太阳纸业、劲嘉股份,webcache\20171102\webcache-20180303020226.html,sina,
2017-11-02,安信证券,600779,水井坊,"子板块中白酒三季报业绩普遍超预期,高端茅五、次高端汾酒、水井坊、地产酒古井等为代表,涨幅最高达8.85%,带动板块整体上涨;乳品板块涨幅第二,上涨3.08%;另外大众品个股涪陵榨菜、中炬高新业绩超预期带动股价表现突出",webcache\20171102\webcache-20180303020228.html,sina,
2017-11-02,安信证券,600872,中炬高新,"子板块中白酒三季报业绩普遍超预期,高端茅五、次高端汾酒、水井坊、地产酒古井等为代表,涨幅最高达8.85%,带动板块整体上涨;乳品板块涨幅第二,上涨3.08%;另外大众品个股涪陵榨菜、中炬高新业绩超预期带动股价表现突出",webcache\20171102\webcache-20180303020228.html,sina,
2017-11-02,安信证券,002507,涪陵榨菜,"子板块中白酒三季报业绩普遍超预期,高端茅五、次高端汾酒、水井坊、地产酒古井等为代表,涨幅最高达8.85%,带动板块整体上涨;乳品板块涨幅第二,上涨3.08%;另外大众品个股涪陵榨菜、中炬高新业绩超预期带动股价表现突出",webcache\20171102\webcache-20180303020228.html,sina,
2017-11-02,安信证券,600779,水井坊,"子板块中白酒三季报业绩普遍超预期,高端茅五、次高端汾酒、水井坊、地产酒古井等为代表,涨幅最高达8.85%,带动板块整体上涨;乳品板块涨幅第二,上涨3.08%;另外大众品个股涪陵榨菜、中炬高新业绩超预期带动股价表现突出",webcache\20171102\webcache-20180303020228.html,sina,
2017-11-02,安信证券,600872,中炬高新,"子板块中白酒三季报业绩普遍超预期,高端茅五、次高端汾酒、水井坊、地产酒古井等为代表,涨幅最高达8.85%,带动板块整体上涨;乳品板块涨幅第二,上涨3.08%;另外大众品个股涪陵榨菜、中炬高新业绩超预期带动股价表现突出",webcache\20171102\webcache-20180303020228.html,sina,
2017-11-02,安信证券,002507,涪陵榨菜,"子板块中白酒三季报业绩普遍超预期,高端茅五、次高端汾酒、水井坊、地产酒古井等为代表,涨幅最高达8.85%,带动板块整体上涨;乳品板块涨幅第二,上涨3.08%;另外大众品个股涪陵榨菜、中炬高新业绩超预期带动股价表现突出",webcache\20171102\webcache-20180303020228.html,sina,
