2018-01-11,中金公司,601006,大秦铁路,"大秦铁路(601006)Divided yield a safety margin;reform,freight rate hikes likely catalysts-180110",webcache\20180112\webcache-20180302224858.html,51pdf,
2018-01-11,中银国际,002624,完美世界,"   
    短期主要推荐关注:完美世界、视觉中国、光线传媒、金科文化、分众传媒",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,300251,光线传媒,"   
    短期主要推荐关注:完美世界、视觉中国、光线传媒、金科文化、分众传媒",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,300459,金科文化,"   
    短期主要推荐关注:完美世界、视觉中国、光线传媒、金科文化、分众传媒",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,000681,视觉中国,"   
    短期主要推荐关注:完美世界、视觉中国、光线传媒、金科文化、分众传媒",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,002027,分众传媒,"   
    短期主要推荐关注:完美世界、视觉中国、光线传媒、金科文化、分众传媒",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,002624,完美世界,"   
    短期主要推荐关注:完美世界、视觉中国、光线传媒、金科文化、分众传媒",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,300251,光线传媒,"   
    短期主要推荐关注:完美世界、视觉中国、光线传媒、金科文化、分众传媒",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,300459,金科文化,"   
    短期主要推荐关注:完美世界、视觉中国、光线传媒、金科文化、分众传媒",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,002624,完美世界,"   
    个股推荐关注:   
    游戏板块:   
    完美世界:公司是国内最大的影视娱乐综合体之一",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,002624,完美世界,"   
    个股推荐关注:   
    游戏板块:   
    完美世界:公司是国内最大的影视娱乐综合体之一",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,300251,光线传媒,"   
    影视板块:   
    光线传媒:合并微影时代,加速线上线下影视剧产业链整合",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,601009,南京银行,"从个股来看,由于银行个体间调整压力和调整能力的差异,银行间的分化将会延续,我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,601166,兴业银行,"从个股来看,由于银行个体间调整压力和调整能力的差异,银行间的分化将会延续,我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,000001,平安银行,"从个股来看,由于银行个体间调整压力和调整能力的差异,银行间的分化将会延续,我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,002142,宁波银行,"从个股来看,由于银行个体间调整压力和调整能力的差异,银行间的分化将会延续,我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,601009,南京银行,"从个股来看,由于银行个体间调整压力和调整能力的差异,银行间的分化将会延续,我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,601166,兴业银行,"从个股来看,由于银行个体间调整压力和调整能力的差异,银行间的分化将会延续,我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,000001,平安银行,"从个股来看,由于银行个体间调整压力和调整能力的差异,银行间的分化将会延续,我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,002142,宁波银行,"从个股来看,由于银行个体间调整压力和调整能力的差异,银行间的分化将会延续,我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,600643,爱建集团,"信托:过去一周,中航资本、经纬纺机、陕国投A、安信信托和爱建集团分别上涨+3",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,600705,中航资本,"信托:过去一周,中航资本、经纬纺机、陕国投A、安信信托和爱建集团分别上涨+3",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,600816,安信信托,"信托:过去一周,中航资本、经纬纺机、陕国投A、安信信托和爱建集团分别上涨+3",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,000563,陕国投A,"信托:过去一周,中航资本、经纬纺机、陕国投A、安信信托和爱建集团分别上涨+3",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,000666,经纬纺机,"信托:过去一周,中航资本、经纬纺机、陕国投A、安信信托和爱建集团分别上涨+3",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,000503,海虹控股,"推荐医药生物行业:中国医保之路,敢问路在何方,以海虹控股为例探究中国PBM之路",webcache\20180111\webcache-20180303001353.html,sina,
2018-01-11,中银国际,600699,均胜电子,"重点推荐车载系统供应商并积极切入智能座舱的索菱股份、智能驾驶全面布局的零部件龙头华域汽车,建议关注车载系统龙头供应商德赛西威,HMI 、主被动安全、智能车联全面布局的均胜电子,乘用车制动系统龙头供应商亚太股份等",webcache\20180111\webcache-20180303001353.html,sina,
2018-01-11,中银国际,600741,华域汽车,"重点推荐车载系统供应商并积极切入智能座舱的索菱股份、智能驾驶全面布局的零部件龙头华域汽车,建议关注车载系统龙头供应商德赛西威,HMI 、主被动安全、智能车联全面布局的均胜电子,乘用车制动系统龙头供应商亚太股份等",webcache\20180111\webcache-20180303001353.html,sina,
2018-01-11,中银国际,002284,亚太股份,"重点推荐车载系统供应商并积极切入智能座舱的索菱股份、智能驾驶全面布局的零部件龙头华域汽车,建议关注车载系统龙头供应商德赛西威,HMI 、主被动安全、智能车联全面布局的均胜电子,乘用车制动系统龙头供应商亚太股份等",webcache\20180111\webcache-20180303001353.html,sina,
2018-01-11,中银国际,002766,索菱股份,"重点推荐车载系统供应商并积极切入智能座舱的索菱股份、智能驾驶全面布局的零部件龙头华域汽车,建议关注车载系统龙头供应商德赛西威,HMI 、主被动安全、智能车联全面布局的均胜电子,乘用车制动系统龙头供应商亚太股份等",webcache\20180111\webcache-20180303001353.html,sina,
2018-01-11,中银国际,002920,德赛西威,"重点推荐车载系统供应商并积极切入智能座舱的索菱股份、智能驾驶全面布局的零部件龙头华域汽车,建议关注车载系统龙头供应商德赛西威,HMI 、主被动安全、智能车联全面布局的均胜电子,乘用车制动系统龙头供应商亚太股份等",webcache\20180111\webcache-20180303001353.html,sina,
2018-01-11,中银国际,600699,均胜电子,"重点推荐车载系统供应商并积极切入智能座舱的索菱股份、智能驾驶全面布局的零部件龙头华域汽车,建议关注车载系统龙头供应商德赛西威,HMI 、主被动安全、智能车联全面布局的均胜电子,乘用车制动系统龙头供应商亚太股份等",webcache\20180111\webcache-20180303001353.html,sina,
2018-01-11,中银国际,600741,华域汽车,"重点推荐车载系统供应商并积极切入智能座舱的索菱股份、智能驾驶全面布局的零部件龙头华域汽车,建议关注车载系统龙头供应商德赛西威,HMI 、主被动安全、智能车联全面布局的均胜电子,乘用车制动系统龙头供应商亚太股份等",webcache\20180111\webcache-20180303001353.html,sina,
2018-01-11,中银国际,002284,亚太股份,"重点推荐车载系统供应商并积极切入智能座舱的索菱股份、智能驾驶全面布局的零部件龙头华域汽车,建议关注车载系统龙头供应商德赛西威,HMI 、主被动安全、智能车联全面布局的均胜电子,乘用车制动系统龙头供应商亚太股份等",webcache\20180111\webcache-20180303001353.html,sina,
2018-01-11,中银国际,002766,索菱股份,"重点推荐车载系统供应商并积极切入智能座舱的索菱股份、智能驾驶全面布局的零部件龙头华域汽车,建议关注车载系统龙头供应商德赛西威,HMI 、主被动安全、智能车联全面布局的均胜电子,乘用车制动系统龙头供应商亚太股份等",webcache\20180111\webcache-20180303001353.html,sina,
2018-01-11,中银国际,002920,德赛西威,"重点推荐车载系统供应商并积极切入智能座舱的索菱股份、智能驾驶全面布局的零部件龙头华域汽车,建议关注车载系统龙头供应商德赛西威,HMI 、主被动安全、智能车联全面布局的均胜电子,乘用车制动系统龙头供应商亚太股份等",webcache\20180111\webcache-20180303001353.html,sina,
2018-01-11,中银国际,600617,国新能源,"国家标准委拟对无线充电、电动客车大功率充电等4项新能源汽车行业立项国家标准,目前我国新能源汽车销量全球领先,对于充电技术的研究与应用推广也处在世界前列,但标准化较为落后",webcache\20180111\webcache-20180303001353.html,sina,
2018-01-11,中银国际,600104,上汽集团,"   
    整车:行业整体平稳发展,产品周期符合市场趋势的公司仍能获得较好增长,持续推荐合资和自主产品周期持续向上的上汽集团,以及受益于一汽集团国企改革的一汽轿车",webcache\20180111\webcache-20180303001353.html,sina,
2018-01-11,中银国际,000800,一汽轿车,"   
    整车:行业整体平稳发展,产品周期符合市场趋势的公司仍能获得较好增长,持续推荐合资和自主产品周期持续向上的上汽集团,以及受益于一汽集团国企改革的一汽轿车",webcache\20180111\webcache-20180303001353.html,sina,
2018-01-11,中银国际,600104,上汽集团,"   
    整车:行业整体平稳发展,产品周期符合市场趋势的公司仍能获得较好增长,持续推荐合资和自主产品周期持续向上的上汽集团,以及受益于一汽集团国企改革的一汽轿车",webcache\20180111\webcache-20180303001353.html,sina,
