2018-01-29,招商证券,300718,长盛轴承,长盛轴承(300718)调研报告：自润滑轴承的明日之星-180126,webcache\20180130\webcache-20180302224621.html,51pdf,
2018-01-29,平安证券,601607,上海医药,"   
    板块内行情呈现分化,以鹭燕医药为代表的地方性流通企业股价下挫,小流通公司近一个季度股价平均回调15%左右,近半年股价平均回调30%左右;以上海医药为代表的全国型流通企业由于受益于今年白马股行情,股价没有出现明显回调",webcache\20180129\webcache-20180302234700.html,sina,
2018-01-29,平安证券,002788,鹭燕医药,"   
    板块内行情呈现分化,以鹭燕医药为代表的地方性流通企业股价下挫,小流通公司近一个季度股价平均回调15%左右,近半年股价平均回调30%左右;以上海医药为代表的全国型流通企业由于受益于今年白马股行情,股价没有出现明显回调",webcache\20180129\webcache-20180302234700.html,sina,
2018-01-29,平安证券,603368,柳州医药,"   
    投资建议:   
    流通版块,推荐柳州医药:根据我们的盈利预测,预计公司2017年归属母公司净利润增长为26%,对应2017年、2018年EPS分别为21",webcache\20180129\webcache-20180302234700.html,sina,
2018-01-29,平安证券,603368,柳州医药,"   
    投资建议:   
    流通版块,推荐柳州医药:根据我们的盈利预测,预计公司2017年归属母公司净利润增长为26%,对应2017年、2018年EPS分别为21",webcache\20180129\webcache-20180302234700.html,sina,
2018-01-29,平安证券,300584,海辰药业," 推荐海辰药业:通过加强营销团队建设,强化核心品种销售等措施,公司业绩持续向好",webcache\20180129\webcache-20180302234700.html,sina,
2018-01-29,平安证券,002821,凯莱英," 推荐凯莱英:CDMO行业法发展加速,龙头企业受益明显,维持“强烈推荐”评级:国内CDMO行业受到海外产生转移与国内MAH试点的双重推动,增长速度出现翘头",webcache\20180129\webcache-20180302234700.html,sina,
2018-01-29,平安证券,002821,凯莱英," 推荐凯莱英:CDMO行业法发展加速,龙头企业受益明显,维持“强烈推荐”评级:国内CDMO行业受到海外产生转移与国内MAH试点的双重推动,增长速度出现翘头",webcache\20180129\webcache-20180302234700.html,sina,
2018-01-29,平安证券,002821,凯莱英," 推荐凯莱英:CDMO行业法发展加速,龙头企业受益明显,维持“强烈推荐”评级:国内CDMO行业受到海外产生转移与国内MAH试点的双重推动,增长速度出现翘头",webcache\20180129\webcache-20180302234700.html,sina,
2018-01-29,平安证券,002821,凯莱英," 推荐凯莱英:CDMO行业法发展加速,龙头企业受益明显,维持“强烈推荐”评级:国内CDMO行业受到海外产生转移与国内MAH试点的双重推动,增长速度出现翘头",webcache\20180129\webcache-20180302234700.html,sina,
2018-01-29,平安证券,600763,通策医疗,"   
    推荐通策医疗:1、上调盈利预测",webcache\20180129\webcache-20180302234700.html,sina,
2018-01-29,平安证券,002675,东诚药业,"   
    推荐东诚药业:公司各项业务稳步向上,PET-CT配置证审批下放预期强烈,F18-FDG市场有望大扩容,安迪科业绩有超预期可能",webcache\20180129\webcache-20180302234700.html,sina,
2018-01-29,国海证券,300203,聚光科技,"近日环保部环境监测司印发《固定污染源烟气(SO2、NOX、颗粒物)排放连续监测技术规范》(HJ75-2017)国家环境保护标准,要求排污单位说明自身排污情况,并对自动监测数据质量负责,以适应污染物排放许可证制度及环保税的改革,有利于规范企业自身自动监测行为,提升企业对更高质量监测设备及运维的需求,我们持续推荐有望充分受益的环境监测设备板块,建议关注聚光科技",webcache\20180129\webcache-20180302234701.html,sina,
2018-01-29,国海证券,300203,聚光科技,"近日环保部环境监测司印发《固定污染源烟气(SO2、NOX、颗粒物)排放连续监测技术规范》(HJ75-2017)国家环境保护标准,要求排污单位说明自身排污情况,并对自动监测数据质量负责,以适应污染物排放许可证制度及环保税的改革,有利于规范企业自身自动监测行为,提升企业对更高质量监测设备及运维的需求,我们持续推荐有望充分受益的环境监测设备板块,建议关注聚光科技",webcache\20180129\webcache-20180302234701.html,sina,
2018-01-29,国海证券,300203,聚光科技,"近日环保部环境监测司印发《固定污染源烟气(SO2、NOX、颗粒物)排放连续监测技术规范》(HJ75-2017)国家环境保护标准,要求排污单位说明自身排污情况,并对自动监测数据质量负责,以适应污染物排放许可证制度及环保税的改革,有利于规范企业自身自动监测行为,提升企业对更高质量监测设备及运维的需求,我们持续推荐有望充分受益的环境监测设备板块,建议关注聚光科技",webcache\20180129\webcache-20180302234701.html,sina,
2018-01-29,国海证券,300388,国祯环保,"我们认为,生态环境保护类项目将成为PPP项目的重要类型,随着财政部及发改委对PPP项目管理的规范性进一步增强,未来PPP项目质量将更有保障,建议关注具备区域及资金优势、以生态环保PPP订单为主的上市公司,推荐关注国祯环保",webcache\20180129\webcache-20180302234701.html,sina,
2018-01-29,国海证券,300388,国祯环保,"我们认为,生态环境保护类项目将成为PPP项目的重要类型,随着财政部及发改委对PPP项目管理的规范性进一步增强,未来PPP项目质量将更有保障,建议关注具备区域及资金优势、以生态环保PPP订单为主的上市公司,推荐关注国祯环保",webcache\20180129\webcache-20180302234701.html,sina,
2018-01-29,国海证券,300388,国祯环保,"我们认为,生态环境保护类项目将成为PPP项目的重要类型,随着财政部及发改委对PPP项目管理的规范性进一步增强,未来PPP项目质量将更有保障,建议关注具备区域及资金优势、以生态环保PPP订单为主的上市公司,推荐关注国祯环保",webcache\20180129\webcache-20180302234701.html,sina,
2018-01-29,国海证券,300388,国祯环保,"未来纳污坑塘将主要以治理工业水为主,同时兼顾生态修复、土壤修复等内容,建议关注具备优势的国祯环保、博世科等",webcache\20180129\webcache-20180302234701.html,sina,
2018-01-29,国海证券,300422,博世科,"未来纳污坑塘将主要以治理工业水为主,同时兼顾生态修复、土壤修复等内容,建议关注具备优势的国祯环保、博世科等",webcache\20180129\webcache-20180302234701.html,sina,
2018-01-29,国海证券,300388,国祯环保,"未来纳污坑塘将主要以治理工业水为主,同时兼顾生态修复、土壤修复等内容,建议关注具备优势的国祯环保、博世科等",webcache\20180129\webcache-20180302234701.html,sina,
2018-01-29,国海证券,300422,博世科,"未来纳污坑塘将主要以治理工业水为主,同时兼顾生态修复、土壤修复等内容,建议关注具备优势的国祯环保、博世科等",webcache\20180129\webcache-20180302234701.html,sina,
2018-01-29,国海证券,300024,机器人,"输变电设备中,二次设备上涨1.03%,一次设备上涨0.86%;新能源发电板块汇总,核电上涨3.23%,风电下跌0.46%,光伏上涨2.82%;新能源汽车中,新能源汽车指数上涨0.73%,锂电池指数上涨0.80%,充电桩指数上涨0.87%,燃料电池指数上涨1.42%;工控中,工业4.0指数上涨2.00%,机器人指数上涨1.39%,能源互联网指数上涨0.66%",webcache\20180129\webcache-20180302234701.html,sina,
2018-01-29,国海证券,600452,涪陵电力,"本周重点推荐个股及逻辑:天顺风能(全球风塔龙头,市占率持续提升),杉杉股份(盈利增长确定、低估值的锂电材料龙头),华友钴业(国内钴业龙头,原材料自给率和产能利用率上升,受益于钴供需格局长期向好)、涪陵电力(国网大象转身,配网节能改造将成为未来一至两年国网在综合能源服务领域发力的重点)",webcache\20180129\webcache-20180302234701.html,sina,
2018-01-29,国海证券,600884,杉杉股份,"本周重点推荐个股及逻辑:天顺风能(全球风塔龙头,市占率持续提升),杉杉股份(盈利增长确定、低估值的锂电材料龙头),华友钴业(国内钴业龙头,原材料自给率和产能利用率上升,受益于钴供需格局长期向好)、涪陵电力(国网大象转身,配网节能改造将成为未来一至两年国网在综合能源服务领域发力的重点)",webcache\20180129\webcache-20180302234701.html,sina,
2018-01-29,国海证券,603799,华友钴业,"本周重点推荐个股及逻辑:天顺风能(全球风塔龙头,市占率持续提升),杉杉股份(盈利增长确定、低估值的锂电材料龙头),华友钴业(国内钴业龙头,原材料自给率和产能利用率上升,受益于钴供需格局长期向好)、涪陵电力(国网大象转身,配网节能改造将成为未来一至两年国网在综合能源服务领域发力的重点)",webcache\20180129\webcache-20180302234701.html,sina,
2018-01-29,国海证券,002531,天顺风能,"本周重点推荐个股及逻辑:天顺风能(全球风塔龙头,市占率持续提升),杉杉股份(盈利增长确定、低估值的锂电材料龙头),华友钴业(国内钴业龙头,原材料自给率和产能利用率上升,受益于钴供需格局长期向好)、涪陵电力(国网大象转身,配网节能改造将成为未来一至两年国网在综合能源服务领域发力的重点)",webcache\20180129\webcache-20180302234701.html,sina,
2018-01-29,国海证券,600452,涪陵电力,"本周重点推荐个股及逻辑:天顺风能(全球风塔龙头,市占率持续提升),杉杉股份(盈利增长确定、低估值的锂电材料龙头),华友钴业(国内钴业龙头,原材料自给率和产能利用率上升,受益于钴供需格局长期向好)、涪陵电力(国网大象转身,配网节能改造将成为未来一至两年国网在综合能源服务领域发力的重点)",webcache\20180129\webcache-20180302234701.html,sina,
2018-01-29,国海证券,600884,杉杉股份,"本周重点推荐个股及逻辑:天顺风能(全球风塔龙头,市占率持续提升),杉杉股份(盈利增长确定、低估值的锂电材料龙头),华友钴业(国内钴业龙头,原材料自给率和产能利用率上升,受益于钴供需格局长期向好)、涪陵电力(国网大象转身,配网节能改造将成为未来一至两年国网在综合能源服务领域发力的重点)",webcache\20180129\webcache-20180302234701.html,sina,
2018-01-29,国海证券,603799,华友钴业,"本周重点推荐个股及逻辑:天顺风能(全球风塔龙头,市占率持续提升),杉杉股份(盈利增长确定、低估值的锂电材料龙头),华友钴业(国内钴业龙头,原材料自给率和产能利用率上升,受益于钴供需格局长期向好)、涪陵电力(国网大象转身,配网节能改造将成为未来一至两年国网在综合能源服务领域发力的重点)",webcache\20180129\webcache-20180302234701.html,sina,
2018-01-29,国海证券,002531,天顺风能,"本周重点推荐个股及逻辑:天顺风能(全球风塔龙头,市占率持续提升),杉杉股份(盈利增长确定、低估值的锂电材料龙头),华友钴业(国内钴业龙头,原材料自给率和产能利用率上升,受益于钴供需格局长期向好)、涪陵电力(国网大象转身,配网节能改造将成为未来一至两年国网在综合能源服务领域发力的重点)",webcache\20180129\webcache-20180302234701.html,sina,
